Gene ID,Symbol,Name,Cytoband,Type
ENSG00000113712,CSNK1A1,"casein kinase 1, alpha 1",5q32,protein_coding
ENSG00000188321,ZNF559,zinc finger protein 559,19p13.2,protein_coding
ENSG00000158480,SPATA2,spermatogenesis associated 2,20q13.13,protein_coding
ENSG00000164048,ZNF589,zinc finger protein 589,3p21.31,protein_coding
ENSG00000026559,KCNG1,"potassium channel, voltage gated modifier subfamily G, member 1",20q13.13,protein_coding
ENSG00000138593,SECISBP2L,SECIS binding protein 2-like,15q21.1,protein_coding
ENSG00000164347,GFM2,"G elongation factor, mitochondrial 2",5q13.3,protein_coding
ENSG00000172554,SNTG2,"syntrophin, gamma 2",2p25.3,protein_coding
ENSG00000213024,NUP62,nucleoporin 62kDa,19q13.33,protein_coding
ENSG00000187522,HSPA14,heat shock 70kDa protein 14,10p13,protein_coding
ENSG00000101444,AHCY,adenosylhomocysteinase,20q11.22,protein_coding
ENSG00000148483,TMEM236,transmembrane protein 236,10p12.33,protein_coding
ENSG00000113248,PCDHB15,protocadherin beta 15,5q31.3,protein_coding
ENSG00000095794,CREM,cAMP responsive element modulator,10p11.21,protein_coding
ENSG00000188786,MTF1,metal-regulatory transcription factor 1,1p34.3,protein_coding
ENSG00000255223,OR5M11,"olfactory receptor, family 5, subfamily M, member 11",11q12.1,protein_coding
ENSG00000070808,CAMK2A,calcium/calmodulin-dependent protein kinase II alpha,5q32,protein_coding
ENSG00000185231,MC2R,melanocortin 2 receptor (adrenocorticotropic hormone),18p11.21,protein_coding
ENSG00000187021,PNLIPRP1,pancreatic lipase-related protein 1,10q25.3,protein_coding
ENSG00000152583,SPARCL1,SPARC-like 1 (hevin),4q22.1,protein_coding
ENSG00000182013,PNMAL1,paraneoplastic Ma antigen family-like 1,19q13.32,protein_coding
ENSG00000103042,SLC38A7,"solute carrier family 38, member 7",16q21,protein_coding
ENSG00000117676,RPS6KA1,"ribosomal protein S6 kinase, 90kDa, polypeptide 1",1p36.11,protein_coding
ENSG00000147383,NSDHL,NAD(P) dependent steroid dehydrogenase-like,Xq28,protein_coding
ENSG00000167491,GATAD2A,GATA zinc finger domain containing 2A,19p13.11,protein_coding
ENSG00000136044,APPL2,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2",12q23.3,protein_coding
ENSG00000165861,ZFYVE1,"zinc finger, FYVE domain containing 1",14q24.2,protein_coding
ENSG00000271425,NBPF10,"neuroblastoma breakpoint family, member 10",1q21.1,protein_coding
ENSG00000123473,STIL,SCL/TAL1 interrupting locus,1p33,protein_coding
ENSG00000113555,PCDH12,protocadherin 12,5q31.3,protein_coding
ENSG00000072840,EVC,Ellis van Creveld syndrome,4p16.2,protein_coding
ENSG00000176463,SLCO3A1,"solute carrier organic anion transporter family, member 3A1",15q26.1,protein_coding
ENSG00000138399,FASTKD1,FAST kinase domains 1,2q31.1,protein_coding
ENSG00000067167,TRAM1,translocation associated membrane protein 1,8q13.3,protein_coding
ENSG00000160908,ZNF394,zinc finger protein 394,7q22.1,protein_coding
ENSG00000105464,GRIN2D,"glutamate receptor, ionotropic, N-methyl D-aspartate 2D",19q13.33,protein_coding
ENSG00000177807,KCNJ10,"potassium channel, inwardly rectifying subfamily J, member 10",1q23.2,protein_coding
ENSG00000143179,UCK2,uridine-cytidine kinase 2,1q24.1,protein_coding
ENSG00000108231,LGI1,"leucine-rich, glioma inactivated 1",10q23.33,protein_coding
ENSG00000113161,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase,5q13.3,protein_coding
ENSG00000116459,ATP5F1,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1",1p13.2,protein_coding
ENSG00000089057,SLC23A2,"solute carrier family 23 (ascorbic acid transporter), member 2",20p13,protein_coding
ENSG00000165914,TTC7B,tetratricopeptide repeat domain 7B,14q32.11,protein_coding
ENSG00000157219,HTR5A,"5-hydroxytryptamine (serotonin) receptor 5A, G protein-coupled",7q36.2,protein_coding
ENSG00000196182,STK40,serine/threonine kinase 40,1p34.3,protein_coding
ENSG00000171291,ZNF439,zinc finger protein 439,19p13.2,protein_coding
ENSG00000165588,OTX2,orthodenticle homeobox 2,14q22.3,protein_coding
ENSG00000167110,GOLGA2,golgin A2,9q34.11,protein_coding
ENSG00000163534,FCRL1,Fc receptor-like 1,1q23.1,protein_coding
ENSG00000149929,HIRIP3,HIRA interacting protein 3,16p11.2,protein_coding
ENSG00000136750,GAD2,"glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa)",10p12.1,protein_coding
ENSG00000101323,HAO1,hydroxyacid oxidase (glycolate oxidase) 1,20p12.3,protein_coding
ENSG00000137504,CREBZF,CREB/ATF bZIP transcription factor,11q14.1,protein_coding
ENSG00000149948,HMGA2,high mobility group AT-hook 2,12q14.3,protein_coding
ENSG00000205364,MT1M,metallothionein 1M,16q13,protein_coding
ENSG00000198963,RORB,RAR-related orphan receptor B,9q21.13,protein_coding
ENSG00000107864,CPEB3,cytoplasmic polyadenylation element binding protein 3,10q23.32,protein_coding
ENSG00000174348,PODN,podocan,1p32.3,protein_coding
ENSG00000157212,PAXIP1,PAX interacting (with transcription-activation domain) protein 1,7q36.2,protein_coding
ENSG00000105402,NAPA,"N-ethylmaleimide-sensitive factor attachment protein, alpha","19q13.32, 19q13.33",protein_coding
ENSG00000184613,NELL2,NEL-like 2 (chicken),12q12,protein_coding
ENSG00000065665,SEC61A2,Sec61 alpha 2 subunit (S. cerevisiae),10p14,protein_coding
ENSG00000015532,XYLT2,xylosyltransferase II,17q21.33,protein_coding
ENSG00000115241,PPM1G,"protein phosphatase, Mg2+/Mn2+ dependent, 1G",2p23.3,protein_coding
ENSG00000138592,USP8,ubiquitin specific peptidase 8,15q21.2,protein_coding
ENSG00000160714,UBE2Q1,ubiquitin-conjugating enzyme E2Q family member 1,1q21.3,protein_coding
ENSG00000171490,RSL1D1,ribosomal L1 domain containing 1,16p13.13,protein_coding
ENSG00000085760,MTIF2,mitochondrial translational initiation factor 2,2p16.1,protein_coding
ENSG00000173786,CNP,"2',3'-cyclic nucleotide 3' phosphodiesterase",17q21.2,protein_coding
ENSG00000008853,RHOBTB2,Rho-related BTB domain containing 2,8p21.3,protein_coding
ENSG00000141030,COPS3,COP9 signalosome subunit 3,17p11.2,protein_coding
ENSG00000151693,ASAP2,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2",2p25.1,protein_coding
ENSG00000103671,TRIP4,thyroid hormone receptor interactor 4,15q22.31,protein_coding
ENSG00000092853,CLSPN,claspin,1p34.3,protein_coding
ENSG00000120915,EPHX2,"epoxide hydrolase 2, cytoplasmic","8p21.2, 8p21.1",protein_coding
ENSG00000183389,OR56A4,"olfactory receptor, family 56, subfamily A, member 4",11p15.4,protein_coding
ENSG00000178950,GAK,cyclin G associated kinase,4p16.3,protein_coding
ENSG00000153012,LGI2,"leucine-rich repeat LGI family, member 2",4p15.2,protein_coding
ENSG00000182389,CACNB4,"calcium channel, voltage-dependent, beta 4 subunit",2q23.3,protein_coding
ENSG00000138443,ABI2,abl-interactor 2,2q33.2,protein_coding
ENSG00000196872,KIAA1211L,KIAA1211-like,2q11.2,protein_coding
ENSG00000074219,TEAD2,TEA domain family member 2,19q13.33,protein_coding
ENSG00000122958,VPS26A,vacuolar protein sorting 26 homolog A (S. pombe),10q22.1,protein_coding
ENSG00000162714,ZNF496,zinc finger protein 496,1q44,protein_coding
ENSG00000179104,TMTC2,transmembrane and tetratricopeptide repeat containing 2,12q21.31,protein_coding
ENSG00000106459,NRF1,nuclear respiratory factor 1,7q32.2,protein_coding
ENSG00000183185,GABRR3,"gamma-aminobutyric acid (GABA) A receptor, rho 3 (gene/pseudogene)",3q11.2,protein_coding
ENSG00000100191,SLC5A4,"solute carrier family 5 (glucose activated ion channel), member 4",22q12.3,protein_coding
ENSG00000063046,EIF4B,eukaryotic translation initiation factor 4B,12q13.13,protein_coding
ENSG00000135362,PRR5L,proline rich 5 like,"11p13, 11p12",protein_coding
ENSG00000184659,FOXD4L4,forkhead box D4-like 4,9q21.11,protein_coding
ENSG00000205560,CPT1B,carnitine palmitoyltransferase 1B (muscle),22q13.33,protein_coding
ENSG00000116688,MFN2,mitofusin 2,1p36.22,protein_coding
ENSG00000167664,TMIGD2,transmembrane and immunoglobulin domain containing 2,19p13.3,protein_coding
ENSG00000170144,HNRNPA3,heterogeneous nuclear ribonucleoprotein A3,2q31.2,protein_coding
ENSG00000105821,DNAJC2,"DnaJ (Hsp40) homolog, subfamily C, member 2",7q22.1,protein_coding
ENSG00000032389,TSSC1,tumor suppressing subtransferable candidate 1,2p25.3,protein_coding
ENSG00000121690,DEPDC7,DEP domain containing 7,11p13,protein_coding
ENSG00000196092,PAX5,paired box 5,9p13.2,protein_coding
ENSG00000104755,ADAM2,ADAM metallopeptidase domain 2,8p11.22,protein_coding
ENSG00000134201,GSTM5,glutathione S-transferase mu 5,1p13.3,protein_coding
ENSG00000106344,RBM28,RNA binding motif protein 28,7q32.1,protein_coding
ENSG00000131746,TNS4,tensin 4,17q21.2,protein_coding
ENSG00000253767,PCDHGA8,"protocadherin gamma subfamily A, 8",5q31.3,protein_coding
ENSG00000143033,MTF2,metal response element binding transcription factor 2,1p22.1,protein_coding
ENSG00000222014,RAB6C,"RAB6C, member RAS oncogene family",2q21.1,protein_coding
ENSG00000048649,RSF1,remodeling and spacing factor 1,11q14.1,protein_coding
ENSG00000108469,RECQL5,RecQ protein-like 5,17q25.1,protein_coding
ENSG00000009950,MLXIPL,MLX interacting protein-like,7q11.23,protein_coding
ENSG00000131473,ACLY,ATP citrate lyase,17q21.2,protein_coding
ENSG00000197111,PCBP2,poly(rC) binding protein 2,12q13.13,protein_coding
ENSG00000174004,NRROS,negative regulator of reactive oxygen species,3q29,protein_coding
ENSG00000136160,EDNRB,endothelin receptor type B,13q22.3,protein_coding
ENSG00000165182,CXorf58,chromosome X open reading frame 58,Xp22.11,protein_coding
ENSG00000156194,PPEF2,"protein phosphatase, EF-hand calcium binding domain 2",4q21.1,protein_coding
ENSG00000152034,MCHR2,melanin-concentrating hormone receptor 2,6q16.2,protein_coding
ENSG00000158077,NLRP14,"NLR family, pyrin domain containing 14",11p15.4,protein_coding
ENSG00000027001,MIPEP,mitochondrial intermediate peptidase,13q12.12,protein_coding
ENSG00000073921,PICALM,phosphatidylinositol binding clathrin assembly protein,11q14.2,protein_coding
ENSG00000165730,STOX1,storkhead box 1,10q22.1,protein_coding
ENSG00000103043,VAC14,Vac14 homolog (S. cerevisiae),"16q22.1, 16q22.2",protein_coding
ENSG00000136059,VILL,villin-like,3p22.2,protein_coding
ENSG00000103342,GSPT1,G1 to S phase transition 1,16p13.13,protein_coding
ENSG00000203663,OR2L2,"olfactory receptor, family 2, subfamily L, member 2",1q44,protein_coding
ENSG00000121964,GTDC1,glycosyltransferase-like domain containing 1,2q22.3,protein_coding
ENSG00000114529,C3orf52,chromosome 3 open reading frame 52,3q13.2,protein_coding
ENSG00000180592,SKIDA1,SKI/DACH domain containing 1,10p12.31,protein_coding
ENSG00000064042,LIMCH1,LIM and calponin homology domains 1,4p13,protein_coding
ENSG00000134283,PPHLN1,periphilin 1,12q12,protein_coding
ENSG00000149972,CNTN5,contactin 5,11q22.1,protein_coding
ENSG00000121933,ADORA3,adenosine A3 receptor,1p13.2,protein_coding
ENSG00000132854,KANK4,KN motif and ankyrin repeat domains 4,1p31.3,protein_coding
ENSG00000119547,ONECUT2,one cut homeobox 2,18q21.31,protein_coding
ENSG00000174799,CEP135,centrosomal protein 135kDa,4q12,protein_coding
ENSG00000162613,FUBP1,far upstream element (FUSE) binding protein 1,1p31.1,protein_coding
ENSG00000204852,TCTN1,tectonic family member 1,12q24.11,protein_coding
ENSG00000167904,TMEM68,transmembrane protein 68,8q12.1,protein_coding
ENSG00000161381,PLXDC1,plexin domain containing 1,17q12,protein_coding
ENSG00000198668,CALM1,"calmodulin 1 (phosphorylase kinase, delta)",14q32.11,protein_coding
ENSG00000196865,NHLRC2,NHL repeat containing 2,10q25.3,protein_coding
ENSG00000108061,SHOC2,soc-2 suppressor of clear homolog (C. elegans),10q25.2,protein_coding
ENSG00000124900,TRIM51,tripartite motif-containing 51,11q12.1,protein_coding
ENSG00000150244,TRIM48,tripartite motif containing 48,11q11,protein_coding
ENSG00000171246,NPTX1,neuronal pentraxin I,17q25.3,protein_coding
ENSG00000074803,SLC12A1,"solute carrier family 12 (sodium/potassium/chloride transporter), member 1",15q21.1,protein_coding
ENSG00000056487,PHF21B,PHD finger protein 21B,22q13.31,protein_coding
ENSG00000170858,LILRP2,leukocyte immunoglobulin-like receptor pseudogene 2,19q13.42,transcribed_processed_pseudogene
ENSG00000100490,CDKL1,cyclin-dependent kinase-like 1 (CDC2-related kinase),"14q21.3, 14q22.1",protein_coding
ENSG00000206531,CD200R1L,CD200 receptor 1-like,3q13.2,protein_coding
ENSG00000257591,ZNF625,zinc finger protein 625,19p13.2,protein_coding
ENSG00000145216,FIP1L1,factor interacting with PAPOLA and CPSF1,4q12,protein_coding
ENSG00000067840,PDZD4,PDZ domain containing 4,Xq28,protein_coding
ENSG00000156735,BAG4,BCL2-associated athanogene 4,8p11.23,protein_coding
ENSG00000102858,MGRN1,"mahogunin ring finger 1, E3 ubiquitin protein ligase",16p13.3,protein_coding
ENSG00000174527,MYO1H,myosin IH,12q24.11,protein_coding
ENSG00000204195,AWAT1,acyl-CoA wax alcohol acyltransferase 1,Xq13.1,protein_coding
ENSG00000102218,RP2,retinitis pigmentosa 2 (X-linked recessive),Xp11.3,protein_coding
ENSG00000153823,PID1,phosphotyrosine interaction domain containing 1,2q36.3,protein_coding
ENSG00000184459,BPIFC,BPI fold containing family C,22q12.3,protein_coding
ENSG00000101407,TTI1,TELO2 interacting protein 1,20q11.23,protein_coding
ENSG00000001497,LAS1L,LAS1-like (S. cerevisiae),Xq12,protein_coding
ENSG00000072864,NDE1,nudE neurodevelopment protein 1,16p13.11,protein_coding
ENSG00000196381,ZNF781,zinc finger protein 781,19q13.12,protein_coding
ENSG00000183423,LRIT3,"leucine-rich repeat, immunoglobulin-like and transmembrane domains 3",4q25,protein_coding
ENSG00000106617,PRKAG2,"protein kinase, AMP-activated, gamma 2 non-catalytic subunit",7q36.1,protein_coding
ENSG00000115252,PDE1A,"phosphodiesterase 1A, calmodulin-dependent",2q32.1,protein_coding
ENSG00000066294,CD84,CD84 molecule,1q23.3,protein_coding
ENSG00000153283,CD96,CD96 molecule,"3q13.13, 3q13.2",protein_coding
ENSG00000090686,USP48,ubiquitin specific peptidase 48,1p36.12,protein_coding
ENSG00000196411,EPHB4,EPH receptor B4,7q22.1,protein_coding
ENSG00000104320,NBN,nibrin,8q21.3,protein_coding
ENSG00000100055,CYTH4,cytohesin 4,22q13.1,protein_coding
ENSG00000232505,XXbac-BPG308J9.3,XXbac-BPG308J9.3,6p22.1,lincRNA
ENSG00000214711,CAPN14,calpain 14,2p23.1,protein_coding
ENSG00000187954,CYHR1,cysteine/histidine-rich 1,8q24.3,protein_coding
ENSG00000180353,HCLS1,hematopoietic cell-specific Lyn substrate 1,3q13.33,protein_coding
ENSG00000174963,ZIC4,Zic family member 4,3q24,protein_coding
ENSG00000159023,EPB41,erythrocyte membrane protein band 4.1,1p35.3,protein_coding
ENSG00000101746,NOL4,nucleolar protein 4,18q12.1,protein_coding
ENSG00000111801,BTN3A3,"butyrophilin, subfamily 3, member A3",6p22.2,protein_coding
ENSG00000154914,USP43,ubiquitin specific peptidase 43,17p13.1,protein_coding
ENSG00000143365,RORC,RAR-related orphan receptor C,1q21.3,protein_coding
ENSG00000196936,OR2L8,"olfactory receptor, family 2, subfamily L, member 8 (gene/pseudogene)",#,protein_coding
ENSG00000177910,SPATA31C2,"SPATA31 subfamily C, member 2",9q22.1,unprocessed_pseudogene
ENSG00000106608,URGCP,upregulator of cell proliferation,7p13,protein_coding
ENSG00000011451,WIZ,widely interspaced zinc finger motifs,19p13.12,protein_coding
ENSG00000149527,PLCH2,"phospholipase C, eta 2",1p36.32,protein_coding
ENSG00000135341,MAP3K7,mitogen-activated protein kinase kinase kinase 7,6q15,protein_coding
ENSG00000134627,PIWIL4,piwi-like RNA-mediated gene silencing 4,11q21,protein_coding
ENSG00000125485,DDX31,DEAD (Asp-Glu-Ala-Asp) box polypeptide 31,9q34.13,protein_coding
ENSG00000166140,ZFYVE19,"zinc finger, FYVE domain containing 19",15q15.1,protein_coding
ENSG00000143390,RFX5,"regulatory factor X, 5 (influences HLA class II expression)",1q21.3,protein_coding
ENSG00000134538,SLCO1B1,"solute carrier organic anion transporter family, member 1B1",12p12.1,protein_coding
ENSG00000174839,DENND6A,DENN/MADD domain containing 6A,3p14.3,protein_coding
ENSG00000115904,SOS1,son of sevenless homolog 1 (Drosophila),2p22.1,protein_coding
ENSG00000196266,OR10J3,"olfactory receptor, family 10, subfamily J, member 3",1q23.2,protein_coding
ENSG00000169764,UGP2,UDP-glucose pyrophosphorylase 2,2p15,protein_coding
ENSG00000124275,MTRR,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,5p15.31,protein_coding
ENSG00000188735,TMEM120B,transmembrane protein 120B,12q24.31,protein_coding
ENSG00000174791,RIN1,Ras and Rab interactor 1,11q13.2,protein_coding
ENSG00000140526,ABHD2,abhydrolase domain containing 2,15q26.1,protein_coding
ENSG00000158769,F11R,F11 receptor,1q23.3,protein_coding
ENSG00000277161,PIGW,"phosphatidylinositol glycan anchor biosynthesis, class W",17q12,protein_coding
ENSG00000174358,SLC6A19,"solute carrier family 6 (neutral amino acid transporter), member 19",5p15.33,protein_coding
ENSG00000157881,PANK4,pantothenate kinase 4,1p36.32,protein_coding
ENSG00000143641,GALNT2,polypeptide N-acetylgalactosaminyltransferase 2,1q42.13,protein_coding
ENSG00000156414,TDRD9,tudor domain containing 9,14q32.33,protein_coding
ENSG00000099251,HSD17B7P2,hydroxysteroid (17-beta) dehydrogenase 7 pseudogene 2,10p11.1,transcribed_unprocessed_pseudogene
ENSG00000174444,RPL4,ribosomal protein L4,15q22.31,protein_coding
ENSG00000010379,SLC6A13,"solute carrier family 6 (neurotransmitter transporter), member 13",12p13.33,protein_coding
ENSG00000138101,DTNB,"dystrobrevin, beta",2p23.3,protein_coding
ENSG00000107581,EIF3A,"eukaryotic translation initiation factor 3, subunit A",10q26.11,protein_coding
ENSG00000198929,NOS1AP,nitric oxide synthase 1 (neuronal) adaptor protein,1q23.3,protein_coding
ENSG00000164823,OSGIN2,oxidative stress induced growth inhibitor family member 2,8q21.3,protein_coding
ENSG00000112293,GPLD1,glycosylphosphatidylinositol specific phospholipase D1,6p22.3,protein_coding
ENSG00000064309,CDON,"cell adhesion associated, oncogene regulated",11q24.2,protein_coding
ENSG00000135821,GLUL,glutamate-ammonia ligase,1q25.3,protein_coding
ENSG00000012211,PRICKLE3,prickle homolog 3 (Drosophila),Xp11.23,protein_coding
ENSG00000126259,KIRREL2,kin of IRRE like 2 (Drosophila),19q13.12,protein_coding
ENSG00000175619,OR4B1,"olfactory receptor, family 4, subfamily B, member 1",11p11.2,protein_coding
ENSG00000115085,ZAP70,zeta-chain (TCR) associated protein kinase 70kDa,2q11.2,protein_coding
ENSG00000007545,CRAMP1L,"Crm, cramped-like (Drosophila)",16p13.3,protein_coding
